boundary_period,defn_phase_out,commodity,producer_country,manager_country_grouped,financial_flow_link_strength,total_usd_m_normalised_to_sei_trase_by_strength,total_usd_m_normalised_to_sei_trase,rank_overall,manager_country_grouped_link_strength_pct
3,FALSE,Cattle meat,Brazil,China,High,10.569924544960001,11127.681747901785,6,9.498766036288778e-4
3,FALSE,Cattle meat,Brazil,China,Low,14.511262552618364,11127.681747901785,6,0.0013040687972006911
3,FALSE,Cattle meat,Brazil,China,Medium,7.278377381117108,11127.681747901785,6,6.540784995481656e-4
3,FALSE,Cattle meat,Brazil,EU27,High,572.042362132797,67220.76973619133,1,0.008509904965054459
3,FALSE,Cattle meat,Brazil,EU27,Low,332.7301534974136,67220.76973619133,1,0.004949811714492661
3,FALSE,Cattle meat,Brazil,EU27,Medium,1086.178551752658,67220.76973619133,1,0.016158377180377107
3,FALSE,Cattle meat,Brazil,Japan,High,53.9276647477105,39196.83003154959,3,0.0013758169909225833
3,FALSE,Cattle meat,Brazil,Japan,Low,51.556124596160046,39196.83003154959,3,0.001315313624970755
3,FALSE,Cattle meat,Brazil,Japan,Medium,274.2661964426646,39196.83003154959,3,0.006997152479471103
3,FALSE,Cattle meat,Brazil,Other countries,High,41.370401815022305,NA,NA,NA
3,FALSE,Cattle meat,Brazil,Other countries,Low,14.956910940683805,NA,NA,NA
3,FALSE,Cattle meat,Brazil,Other countries,Medium,1.0796639904065728,NA,NA,NA
3,FALSE,Cattle meat,Brazil,Switzerland,High,91.80864444474675,13006.231642939701,5,0.0070588197231274226
3,FALSE,Cattle meat,Brazil,Switzerland,Low,31.084920378341803,13006.231642939701,5,0.002390002056838341
3,FALSE,Cattle meat,Brazil,Switzerland,Medium,68.79169684753103,13006.231642939701,5,0.005289133604265298
3,FALSE,Cattle meat,Brazil,UK,High,104.44163511283875,29691.568317166657,4,0.0035175519863817413
3,FALSE,Cattle meat,Brazil,UK,Low,188.52319207735147,29691.568317166657,4,0.006349384783704866
3,FALSE,Cattle meat,Brazil,UK,Medium,578.4284275146307,29691.568317166657,4,0.019481235256279913
3,FALSE,Cattle meat,Brazil,USA,High,618.2133525354922,55712.04591207625,2,0.011096583196947125
3,FALSE,Cattle meat,Brazil,USA,Low,227.60376728418447,55712.04591207625,2,0.0040853600609710985
3,FALSE,Cattle meat,Brazil,USA,Medium,1744.8508327484294,55712.04591207625,2,0.03131909453661281
3,FALSE,Cattle meat,Brazil,Unknown,High,149.10252006994904,10103.405722470117,8,0.014757649466490583
3,FALSE,Cattle meat,Brazil,Unknown,Low,35.76777923995587,10103.405722470117,8,0.003540170534813605
3,FALSE,Cattle meat,Brazil,Unknown,Medium,164.2634005567163,10103.405722470117,8,0.01625822074940455
3,FALSE,Cattle meat,Colombia,Brazil,High,22.05683711563975,9133.99598022611,9,0.002414806965471616
3,FALSE,Cattle meat,Colombia,Brazil,Medium,182.64611973019692,9133.99598022611,9,0.019996299552310026
3,FALSE,Cattle meat,Colombia,EU27,High,3.7416572431795956,67220.76973619133,1,5.566221954708004e-5
3,FALSE,Cattle meat,Colombia,EU27,Medium,29.743805462961458,67220.76973619133,1,4.4247939408744287e-4
3,FALSE,Cattle meat,Colombia,Switzerland,Medium,56.06884108557384,13006.231642939701,5,0.004310921304866212
3,FALSE,Cattle meat,Colombia,UK,High,5.89669339539467,29691.568317166657,4,1.9859824622283094e-4
3,FALSE,Cattle meat,Colombia,UK,Medium,18.622677669800403,29691.568317166657,4,6.272042443454698e-4
3,FALSE,Cattle meat,Colombia,USA,High,4.84037855315318,55712.04591207625,2,8.688208221238507e-5
3,FALSE,Cattle meat,Colombia,USA,Medium,651.1122055784585,55712.04591207625,2,0.0116870991707257
3,FALSE,Cattle meat,Colombia,Unknown,High,12.34029400434557,10103.405722470117,8,0.0012213994313719958
3,FALSE,Cattle meat,Colombia,Unknown,Medium,1.1899147231890586,10103.405722470117,8,1.1777362563424246e-4
3,FALSE,Cocoa beans,Ecuador,Australia,Low,117.4555779462216,5796.549160673374,10,0.020263017649034654
3,FALSE,Cocoa beans,Ecuador,Australia,Medium,990.2190034491975,5796.549160673374,10,0.17082905294193446
3,FALSE,Cocoa beans,Ecuador,Brazil,High,0.308486538775031,9133.99598022611,9,3.377344805525024e-5
3,FALSE,Cocoa beans,Ecuador,Brazil,Low,4.851703679865449,9133.99598022611,9,5.311698943560677e-4
3,FALSE,Cocoa beans,Ecuador,Brazil,Medium,0.6323778027928971,9133.99598022611,9,6.923342249787621e-5
3,FALSE,Cocoa beans,Ecuador,Canada,Low,384.3296744343666,10248.207445716513,7,0.03750213649266112
3,FALSE,Cocoa beans,Ecuador,Canada,Medium,2671.323546995938,10248.207445716513,7,0.26066251694704745
3,FALSE,Cocoa beans,Ecuador,China,Low,65.83257186303956,11127.681747901785,6,0.005916108436103758
3,FALSE,Cocoa beans,Ecuador,China,Medium,380.03451866264675,11127.681747901785,6,0.034152173585868896
3,FALSE,Cocoa beans,Ecuador,EU27,High,0.1542432693875155,67220.76973619133,1,2.294577553825179e-6
3,FALSE,Cocoa beans,Ecuador,EU27,Low,2215.251599198896,67220.76973619133,1,0.032954868084561904
3,FALSE,Cocoa beans,Ecuador,EU27,Medium,8727.769396327865,67220.76973619133,1,0.12983739148748363
3,FALSE,Cocoa beans,Ecuador,Japan,Low,757.4104248649263,39196.83003154959,3,0.01932325711684556
3,FALSE,Cocoa beans,Ecuador,Japan,Medium,1863.3084264383447,39196.83003154959,3,0.04753722239626431
3,FALSE,Cocoa beans,Ecuador,Other countries,Low,282.02517279026625,NA,NA,NA
3,FALSE,Cocoa beans,Ecuador,Other countries,Medium,588.7661357658628,NA,NA,NA
3,FALSE,Cocoa beans,Ecuador,Switzerland,Low,399.3358773026017,13006.231642939701,5,0.03070342650089406
3,FALSE,Cocoa beans,Ecuador,Switzerland,Medium,5420.935492565112,13006.231642939701,5,0.4167952441096043
3,FALSE,Cocoa beans,Ecuador,UK,Low,1076.536888619006,29691.568317166657,4,0.03625732656218732
3,FALSE,Cocoa beans,Ecuador,UK,Medium,4408.6612334649535,29691.568317166657,4,0.14848192545342967
3,FALSE,Cocoa beans,Ecuador,USA,Low,1430.1350530107109,55712.04591207625,2,0.025670122674506052
3,FALSE,Cocoa beans,Ecuador,USA,Medium,6874.725449296903,55712.04591207625,2,0.12339746883728649
3,FALSE,Cocoa beans,Ecuador,Unknown,Low,27.605604388988947,10103.405722470117,8,0.0027323068227967616
3,FALSE,Cocoa beans,Ecuador,Unknown,Medium,5366.795039097561,10103.405722470117,8,0.531186729160221
3,FALSE,Cocoa beans,Peru,Australia,Medium,55.84405169928101,5796.549160673374,10,0.009634016748819174
3,FALSE,Cocoa beans,Peru,Brazil,Medium,39.53085914396113,9133.99598022611,9,0.004327882257616513
3,FALSE,Cocoa beans,Peru,Canada,High,1.01869570880505,10248.207445716513,7,9.940233101261416e-5
3,FALSE,Cocoa beans,Peru,Canada,Medium,1.62790363276734,10248.207445716513,7,1.5884764641915615e-4
3,FALSE,Cocoa beans,Peru,China,Medium,59.19609326878208,11127.681747901785,6,0.0053197147986321575
3,FALSE,Cocoa beans,Peru,EU27,High,1.2733696360063125,67220.76973619133,1,1.8943098107975646e-5
3,FALSE,Cocoa beans,Peru,EU27,Medium,995.2919086376274,67220.76973619133,1,0.01480631525856758
3,FALSE,Cocoa beans,Peru,Japan,Medium,78.47201475512288,39196.83003154959,3,0.002001999005836968
3,FALSE,Cocoa beans,Peru,Other countries,High,1.7190490086085217,NA,NA,NA
3,FALSE,Cocoa beans,Peru,Other countries,Medium,261.42840070376604,NA,NA,NA
3,FALSE,Cocoa beans,Peru,Switzerland,Medium,128.08090752197384,13006.231642939701,5,0.009847656956925048
3,FALSE,Cocoa beans,Peru,UK,Medium,165.03663083578508,29691.568317166657,4,0.005558366909853209
3,FALSE,Cocoa beans,Peru,USA,High,4.1384513170205155,55712.04591207625,2,7.428288172277401e-5
3,FALSE,Cocoa beans,Peru,USA,Medium,118.73572185737063,55712.04591207625,2,0.0021312396612531014
3,FALSE,"Coffee, green",Colombia,Australia,High,1.5106467405165978,5796.549160673374,10,2.606113911300131e-4
3,FALSE,"Coffee, green",Colombia,Australia,Low,24.27029508947404,5796.549160673374,10,0.004187024799881902
3,FALSE,"Coffee, green",Colombia,Australia,Medium,5.893045415079526,5796.549160673374,10,0.0010166471898592408
3,FALSE,"Coffee, green",Colombia,Brazil,High,0.31703980332643794,9133.99598022611,9,3.4709868934997024e-5
3,FALSE,"Coffee, green",Colombia,Brazil,Low,10.29871984092523,9133.99598022611,9,0.0011275152587345773
3,FALSE,"Coffee, green",Colombia,Brazil,Medium,13.029255270616034,9133.99598022611,9,0.0014264573028959773
3,FALSE,"Coffee, green",Colombia,Canada,High,2.178168426915735,10248.207445716513,7,2.1254140672436852e-4
3,FALSE,"Coffee, green",Colombia,Canada,Low,3.974652581923492,10248.207445716513,7,3.878388101506273e-4
3,FALSE,"Coffee, green",Colombia,Canada,Medium,0.03230597719351049,10248.207445716513,7,3.152353947227479e-6
3,FALSE,"Coffee, green",Colombia,China,High,3.6561405873255755,11127.681747901785,6,3.2856264855121064e-4
3,FALSE,"Coffee, green",Colombia,China,Low,15.88537619780253,11127.681747901785,6,0.001427554863419584
3,FALSE,"Coffee, green",Colombia,China,Medium,3.7061388034649174,11127.681747901785,6,3.3305578712868386e-4
3,FALSE,"Coffee, green",Colombia,EU27,High,26.77435539954369,67220.76973619133,1,3.983048022898272e-4
3,FALSE,"Coffee, green",Colombia,EU27,Low,594.2636997172779,67220.76973619133,1,0.008840477460306874
3,FALSE,"Coffee, green",Colombia,EU27,Medium,23.1977424654134,67220.76973619133,1,3.450978403914921e-4
3,FALSE,"Coffee, green",Colombia,Japan,High,5.788351674015265,39196.83003154959,3,1.4767397438405637e-4
3,FALSE,"Coffee, green",Colombia,Japan,Low,57.54725355879343,39196.83003154959,3,0.0014681609077181383
3,FALSE,"Coffee, green",Colombia,Japan,Medium,5.546473308115193,39196.83003154959,3,1.4150310889045946e-4
3,FALSE,"Coffee, green",Colombia,Other countries,High,3.0555467094824396,NA,NA,NA
3,FALSE,"Coffee, green",Colombia,Other countries,Low,246.22792651919642,NA,NA,NA
3,FALSE,"Coffee, green",Colombia,Other countries,Medium,11.05423989024996,NA,NA,NA
3,FALSE,"Coffee, green",Colombia,Switzerland,High,1.5607921821476254,13006.231642939701,5,1.2000341259452236e-4
3,FALSE,"Coffee, green",Colombia,Switzerland,Low,40.842622401199634,13006.231642939701,5,0.003140234890662633
3,FALSE,"Coffee, green",Colombia,Switzerland,Medium,2.339275111334272,13006.231642939701,5,1.7985802310418816e-4
3,FALSE,"Coffee, green",Colombia,UK,High,5.066808347796949,29691.568317166657,4,1.7064805380682748e-4
3,FALSE,"Coffee, green",Colombia,UK,Low,200.84535393139925,29691.568317166657,4,0.00676439020620131
3,FALSE,"Coffee, green",Colombia,UK,Medium,8.17086784926259,29691.568317166657,4,2.7519152110730617e-4
3,FALSE,"Coffee, green",Colombia,USA,High,9.853210219370988,55712.04591207625,2,1.7685960115198688e-4
3,FALSE,"Coffee, green",Colombia,USA,Low,109.40679240511518,55712.04591207625,2,0.0019637906060348065
3,FALSE,"Coffee, green",Colombia,USA,Medium,9.37834324229207,55712.04591207625,2,1.6833600505522276e-4
3,FALSE,"Coffee, green",Colombia,Unknown,High,4.476934247534515,10103.405722470117,8,4.4311139931535654e-4
3,FALSE,"Coffee, green",Colombia,Unknown,Low,142.84920026244973,10103.405722470117,8,0.01413871759546893
3,FALSE,"Coffee, green",Colombia,Unknown,Medium,1.5972645799527108,10103.405722470117,8,1.5809169935642313e-4
3,FALSE,"Coffee, green",Peru,Australia,High,0.47395975322528844,5796.549160673374,10,8.176584724595512e-5
3,FALSE,"Coffee, green",Peru,Australia,Low,105.67756415190652,5796.549160673374,10,0.01823111669075022
3,FALSE,"Coffee, green",Peru,Australia,Medium,380.42641646813206,5796.549160673374,10,0.06562980937850593
3,FALSE,"Coffee, green",Peru,Brazil,High,0.16716985266624668,9133.99598022611,9,1.8301940687093277e-5
3,FALSE,"Coffee, green",Peru,Brazil,Low,6.02702001622,9133.99598022611,9,6.598448290614206e-4
3,FALSE,"Coffee, green",Peru,Canada,High,0.7517129384494604,10248.207445716513,7,7.335067546506946e-5
3,FALSE,"Coffee, green",Peru,Canada,Low,12.257660341928055,10248.207445716513,7,0.0011960784758559353
3,FALSE,"Coffee, green",Peru,Canada,Medium,49.74961488398188,10248.207445716513,7,0.004854469930229207
3,FALSE,"Coffee, green",Peru,China,High,1.3173507346157851,11127.681747901785,6,1.1838501176259667e-4
3,FALSE,"Coffee, green",Peru,China,Low,45.1838742263429,11127.681747901785,6,0.004060493034397096
3,FALSE,"Coffee, green",Peru,China,Medium,22.629724904819632,11127.681747901785,6,0.0020336423540407824
3,FALSE,"Coffee, green",Peru,EU27,High,9.235378210774075,67220.76973619133,1,1.3738876015580333e-4
3,FALSE,"Coffee, green",Peru,EU27,Low,297.9026500099469,67220.76973619133,1,0.004431705426448837
3,FALSE,"Coffee, green",Peru,EU27,Medium,560.0603435675255,67220.76973619133,1,0.00833165620931579
3,FALSE,"Coffee, green",Peru,Japan,High,2.010391050326391,39196.83003154959,3,5.128963359302842e-5
3,FALSE,"Coffee, green",Peru,Japan,Low,201.76793920095378,39196.83003154959,3,0.005147557571327846
3,FALSE,"Coffee, green",Peru,Japan,Medium,288.93938157352954,39196.83003154959,3,0.00737149869877135
3,FALSE,"Coffee, green",Peru,Other countries,High,1.003965450987745,NA,NA,NA
3,FALSE,"Coffee, green",Peru,Other countries,Low,220.28027449193056,NA,NA,NA
3,FALSE,"Coffee, green",Peru,Other countries,Medium,490.2688610605912,NA,NA,NA
3,FALSE,"Coffee, green",Peru,Switzerland,High,0.5374450888836829,13006.231642939701,5,4.1322121859595624e-5
3,FALSE,"Coffee, green",Peru,Switzerland,Low,29.265187586711306,13006.231642939701,5,0.0022500896793267258
3,FALSE,"Coffee, green",Peru,Switzerland,Medium,208.34684890292593,13006.231642939701,5,0.01601900186177484
3,FALSE,"Coffee, green",Peru,UK,High,1.6671539267652493,29691.568317166657,4,5.6149069289861576e-5
3,FALSE,"Coffee, green",Peru,UK,Low,220.62391832522178,29691.568317166657,4,0.0074305242474397865
3,FALSE,"Coffee, green",Peru,UK,Medium,939.22578570202,29691.568317166657,4,0.031632744207687795
3,FALSE,"Coffee, green",Peru,USA,High,3.6025105210176456,55712.04591207625,2,6.46630448054818e-5
3,FALSE,"Coffee, green",Peru,USA,Low,132.9453945686162,55712.04591207625,2,0.002386295322530934
3,FALSE,"Coffee, green",Peru,USA,Medium,409.13157002112564,55712.04591207625,2,0.007343682381846284
3,FALSE,"Coffee, green",Peru,Unknown,High,1.75951303158648,10103.405722470117,8,1.741504874612031e-4
3,FALSE,"Coffee, green",Peru,Unknown,Low,73.53258980254128,10103.405722470117,8,0.007278000292416622
3,FALSE,"Coffee, green",Peru,Unknown,Medium,87.36030090813792,10103.405722470117,8,0.008646619101304362
3,FALSE,Oil palm fruit,Brazil,Australia,Medium,22.11977852537146,5796.549160673374,10,0.0038160253475365757
3,FALSE,Oil palm fruit,Brazil,Brazil,Low,677.806984022436,9133.99598022611,9,0.07420705959251551
3,FALSE,Oil palm fruit,Brazil,Brazil,Medium,678.1800557841855,9133.99598022611,9,0.07424790390233972
3,FALSE,Oil palm fruit,Brazil,Canada,Low,13.64962065381512,10248.207445716513,7,0.0013319032353819409
3,FALSE,Oil palm fruit,Brazil,Canada,Medium,1138.8565611036738,10248.207445716513,7,0.1111273915107648
3,FALSE,Oil palm fruit,Brazil,China,Medium,206.64099967287478,11127.681747901785,6,0.01856999547204328
3,FALSE,Oil palm fruit,Brazil,EU27,Low,558.429056137473,67220.76973619133,1,0.008307388599223635
3,FALSE,Oil palm fruit,Brazil,EU27,Medium,1646.9029903020414,67220.76973619133,1,0.024499912702061144
3,FALSE,Oil palm fruit,Brazil,Japan,Low,227.15351880064685,39196.83003154959,3,0.005795201260352193
3,FALSE,Oil palm fruit,Brazil,Japan,Medium,954.4316999096959,39196.83003154959,3,0.02434971652405239
3,FALSE,Oil palm fruit,Brazil,Other countries,Medium,609.7080933464723,NA,NA,NA
3,FALSE,Oil palm fruit,Brazil,UK,Low,394.48664031485237,29691.568317166657,4,0.013286150334025084
3,FALSE,Oil palm fruit,Brazil,UK,Medium,935.7277082583203,29691.568317166657,4,0.0315149303756149
3,FALSE,Oil palm fruit,Brazil,USA,Low,692.5250805462879,55712.04591207625,2,0.012430437066325269
3,FALSE,Oil palm fruit,Brazil,USA,Medium,1357.911802062792,55712.04591207625,2,0.024373755797908122
3,FALSE,Soya beans,Bolivia,Australia,Medium,4.123826566704286,5796.549160673374,10,7.114278603349634e-4
3,FALSE,Soya beans,Bolivia,Brazil,High,15.010018036096998,9133.99598022611,9,0.0016433134050629864
3,FALSE,Soya beans,Bolivia,Brazil,Medium,1.4000989879522545,9133.99598022611,9,1.5328438845202947e-4
3,FALSE,Soya beans,Bolivia,Canada,Medium,251.5877727411164,10248.207445716513,7,0.02454944184861067
3,FALSE,Soya beans,Bolivia,China,Medium,26.03614571367102,11127.681747901785,6,0.0023397636905441105
3,FALSE,Soya beans,Bolivia,EU27,High,0.7538057570626773,67220.76973619133,1,1.1213881662185609e-5
3,FALSE,Soya beans,Bolivia,EU27,Low,0.4607906619985536,67220.76973619133,1,6.854885235723003e-6
3,FALSE,Soya beans,Bolivia,EU27,Medium,163.84819033177723,67220.76973619133,1,0.002437463762685273
3,FALSE,Soya beans,Bolivia,Japan,Low,0.6143875493314049,39196.83003154959,3,1.5674419304746925e-5
3,FALSE,Soya beans,Bolivia,Japan,Medium,50.493471690404604,39196.83003154959,3,0.0012882029401296566
3,FALSE,Soya beans,Bolivia,Other countries,High,9.001604347981097,NA,NA,NA
3,FALSE,Soya beans,Bolivia,Other countries,Low,1.7724543231658858,NA,NA,NA
3,FALSE,Soya beans,Bolivia,Other countries,Medium,83.97392535049562,NA,NA,NA
3,FALSE,Soya beans,Bolivia,Switzerland,Medium,2.867426611543608,13006.231642939701,5,2.2046559605142513e-4
3,FALSE,Soya beans,Bolivia,UK,Medium,64.29645745416913,29691.568317166657,4,0.0021654786560060253
3,FALSE,Soya beans,Bolivia,USA,Low,5.589108854747424,55712.04591207625,2,1.0032137149599668e-4
3,FALSE,Soya beans,Bolivia,USA,Medium,669.5010170828984,55712.04591207625,2,0.012017168031120108
3,FALSE,Soya beans,Bolivia,Unknown,Low,0.8862271615829429,10103.405722470117,8,8.771568577236893e-5
3,FALSE,Soya beans,Bolivia,Unknown,Medium,1.0524394687376857,10103.405722470117,8,1.0416680252650306e-4
3,FALSE,Soya beans,Brazil,Australia,High,21.17283989325637,5796.549160673374,10,0.003652662869988799
3,FALSE,Soya beans,Brazil,Australia,Low,1765.3593935264869,5796.549160673374,10,0.3045535101303977
3,FALSE,Soya beans,Brazil,Australia,Medium,693.0199147761581,5796.549160673374,10,0.11955732549944445
3,FALSE,Soya beans,Brazil,Brazil,High,541.9680271354296,9133.99598022611,9,0.05933526008865326
3,FALSE,Soya beans,Brazil,Brazil,Low,184.9993658519264,9133.99598022611,9,0.020253935545015075
3,FALSE,Soya beans,Brazil,Brazil,Medium,345.1294912546042,9133.99598022611,9,0.03778515909156998
3,FALSE,Soya beans,Brazil,Canada,High,100.93098792809948,10248.207445716513,7,0.009848648016028017
3,FALSE,Soya beans,Brazil,Canada,Low,2323.317310430432,10248.207445716513,7,0.22670475034163354
3,FALSE,Soya beans,Brazil,Canada,Medium,932.6988719156132,10248.207445716513,7,0.09101092818973501
3,FALSE,Soya beans,Brazil,China,High,70.6982717143919,11127.681747901785,6,0.006353369310523518
3,FALSE,Soya beans,Brazil,China,Low,3113.8166149035824,11127.681747901785,6,0.27982617453008285
3,FALSE,Soya beans,Brazil,China,Medium,1192.9612432596648,11127.681747901785,6,0.1072066285041453
3,FALSE,Soya beans,Brazil,EU27,High,734.4597519000478,67220.76973619133,1,0.010926083631330664
3,FALSE,Soya beans,Brazil,EU27,Low,11102.324433361122,67220.76973619133,1,0.1651621139854887
3,FALSE,Soya beans,Brazil,EU27,Medium,6187.062053773513,67220.76973619133,1,0.09204092839244044
3,FALSE,Soya beans,Brazil,Japan,High,206.96621373027006,39196.83003154959,3,0.00528017733994516
3,FALSE,Soya beans,Brazil,Japan,Low,23085.15570074128,39196.83003154959,3,0.5889546599089774
3,FALSE,Soya beans,Brazil,Japan,Medium,2778.1765060515395,39196.83003154959,3,0.07087758126908174
3,FALSE,Soya beans,Brazil,Other countries,High,72.21315969250209,NA,NA,NA
3,FALSE,Soya beans,Brazil,Other countries,Low,6133.311089619324,NA,NA,NA
3,FALSE,Soya beans,Brazil,Other countries,Medium,1041.176190962535,NA,NA,NA
3,FALSE,Soya beans,Brazil,Switzerland,High,83.29838871793369,13006.231642939701,5,0.006404498320860782
3,FALSE,Soya beans,Brazil,Switzerland,Low,1836.7802196311052,13006.231642939701,5,0.1412230898277275
3,FALSE,Soya beans,Brazil,Switzerland,Medium,302.0177816629241,13006.231642939701,5,0.02322100589580621
3,FALSE,Soya beans,Brazil,UK,High,107.67969974029458,29691.568317166657,4,0.003626608692072282
3,FALSE,Soya beans,Brazil,UK,Low,3825.8150564267635,29691.568317166657,4,0.12885190218176543
3,FALSE,Soya beans,Brazil,UK,Medium,3070.1242309147046,29691.568317166657,4,0.10340054112734971
3,FALSE,Soya beans,Brazil,USA,High,455.835613549919,55712.04591207625,2,0.008181993787650709
3,FALSE,Soya beans,Brazil,USA,Low,10608.041664157765,55712.04591207625,2,0.19040840253648528
3,FALSE,Soya beans,Brazil,USA,Medium,8906.87502317548,55712.04591207625,2,0.15987341475902986
3,FALSE,Soya beans,Brazil,Unknown,High,125.83774640570685,10103.405722470117,8,0.01245498298913622
3,FALSE,Soya beans,Brazil,Unknown,Low,2636.5972332760457,10103.405722470117,8,0.26096123482522493
3,FALSE,Soya beans,Brazil,Unknown,Medium,191.0638900261405,10103.405722470117,8,0.01891084009436657
3,FALSE,Sugar cane,Brazil,Australia,High,38.47138876183889,5796.549160673374,10,0.00663694686191012
3,FALSE,Sugar cane,Brazil,Australia,Low,886.3018326600339,5796.549160673374,10,0.15290163303938475
3,FALSE,Sugar cane,Brazil,Australia,Medium,677.3233633791157,5796.549160673374,10,0.11684941240115909
3,FALSE,Sugar cane,Brazil,Brazil,High,2785.3880984125626,9133.99598022611,9,0.30494737510751685
3,FALSE,Sugar cane,Brazil,Brazil,Low,625.2203541427148,9133.99598022611,9,0.06844981708950103
3,FALSE,Sugar cane,Brazil,Brazil,Medium,693.5017728599659,9133.99598022611,9,0.07592534246361672
3,FALSE,Sugar cane,Brazil,Canada,High,182.90733758332246,10248.207445716513,7,0.017847739573204388
3,FALSE,Sugar cane,Brazil,Canada,Low,749.3970902143707,10248.207445716513,7,0.07312469953246306
3,FALSE,Sugar cane,Brazil,Canada,Medium,397.3175859085172,10248.207445716513,7,0.0387694714429874
3,FALSE,Sugar cane,Brazil,China,High,101.36381988471406,11127.681747901785,6,0.009109158779080561
3,FALSE,Sugar cane,Brazil,China,Low,4622.567136143387,11127.681747901785,6,0.4154115152524927
3,FALSE,Sugar cane,Brazil,China,Medium,1163.7961628819478,11127.681747901785,6,0.10458568004080375
3,FALSE,Sugar cane,Brazil,EU27,High,2312.3826112831716,67220.76973619133,1,0.034399823452753414
3,FALSE,Sugar cane,Brazil,EU27,Low,24218.790371140145,67220.76973619133,1,0.36028731099312106
3,FALSE,Sugar cane,Brazil,EU27,Medium,4819.744465014529,67220.76973619133,1,0.07170022723526777
3,FALSE,Sugar cane,Brazil,Japan,High,371.63581061571136,39196.83003154959,3,0.009481272090538473
3,FALSE,Sugar cane,Brazil,Japan,Low,6645.0706624007535,39196.83003154959,3,0.1695308181057531
3,FALSE,Sugar cane,Brazil,Japan,Medium,1236.5914178492787,39196.83003154959,3,0.03154825063286864
3,FALSE,Sugar cane,Brazil,Other countries,High,129.48277886369382,NA,NA,NA
3,FALSE,Sugar cane,Brazil,Other countries,Low,2746.5635378807865,NA,NA,NA
3,FALSE,Sugar cane,Brazil,Other countries,Medium,894.9298125645988,NA,NA,NA
3,FALSE,Sugar cane,Brazil,Switzerland,High,200.59098810540806,13006.231642939701,5,0.015422683034735646
3,FALSE,Sugar cane,Brazil,Switzerland,Low,3859.1320392481884,13006.231642939701,5,0.29671407869650535
3,FALSE,Sugar cane,Brazil,Switzerland,Medium,242.5462475435028,13006.231642939701,5,0.01864846438246904
3,FALSE,Sugar cane,Brazil,UK,High,357.0273866418123,29691.568317166657,4,0.012024537836062745
3,FALSE,Sugar cane,Brazil,UK,Low,11211.478714989495,29691.568317166657,4,0.3775980640439056
3,FALSE,Sugar cane,Brazil,UK,Medium,1803.1851556540644,29691.568317166657,4,0.060730546005261836
3,FALSE,Sugar cane,Brazil,USA,High,792.7893712251223,55712.04591207625,2,0.014230124890338584
3,FALSE,Sugar cane,Brazil,USA,Low,17023.68848183098,55712.04591207625,2,0.3055656672292642
3,FALSE,Sugar cane,Brazil,USA,Medium,2850.6157164311185,55712.04591207625,2,0.05116695446672177
3,FALSE,Sugar cane,Brazil,Unknown,High,156.8103416053304,10103.405722470117,8,0.015520542865717248
3,FALSE,Sugar cane,Brazil,Unknown,Low,809.8010896085019,10103.405722470117,8,0.08015129866629951
3,FALSE,Sugar cane,Brazil,Unknown,Medium,112.71640000515295,10103.405722470117,8,0.011156277704900049
3,TRUE,Cattle meat,Brazil,Australia,Medium,6.886261871356179,5796.549160673374,10,0.0011879933526788575
3,TRUE,Cattle meat,Brazil,Brazil,High,1300.5676471319505,9133.99598022611,9,0.14238758698246715
3,TRUE,Cattle meat,Brazil,Brazil,Low,606.4860457573716,9133.99598022611,9,0.06639876425064489
3,TRUE,Cattle meat,Brazil,Brazil,Medium,398.47243205392965,9133.99598022611,9,0.043625203352023544
3,TRUE,Cattle meat,Brazil,Canada,High,17.45103929610554,10248.207445716513,7,0.0017028382171752024
3,TRUE,Cattle meat,Brazil,Canada,Low,25.534671572805646,10248.207445716513,7,0.002491623213919082
3,TRUE,Cattle meat,Brazil,Canada,Medium,987.3146604463717,10248.207445716513,7,0.09634022980858412
3,TRUE,Cattle meat,Brazil,China,High,10.569924544960001,11127.681747901785,6,9.498766036288778e-4
3,TRUE,Cattle meat,Brazil,China,Low,14.511262552618364,11127.681747901785,6,0.0013040687972006911
3,TRUE,Cattle meat,Brazil,China,Medium,7.278377381117108,11127.681747901785,6,6.540784995481656e-4
3,TRUE,Cattle meat,Brazil,EU27,High,572.042362132797,67220.76973619133,1,0.008509904965054459
3,TRUE,Cattle meat,Brazil,EU27,Low,332.7301534974136,67220.76973619133,1,0.004949811714492661
3,TRUE,Cattle meat,Brazil,EU27,Medium,1086.178551752658,67220.76973619133,1,0.016158377180377107
3,TRUE,Cattle meat,Brazil,Japan,High,53.9276647477105,39196.83003154959,3,0.0013758169909225833
3,TRUE,Cattle meat,Brazil,Japan,Low,51.556124596160046,39196.83003154959,3,0.001315313624970755
3,TRUE,Cattle meat,Brazil,Japan,Medium,274.2661964426646,39196.83003154959,3,0.006997152479471103
3,TRUE,Cattle meat,Brazil,Other countries,High,41.370401815022305,NA,NA,NA
3,TRUE,Cattle meat,Brazil,Other countries,Low,14.956910940683805,NA,NA,NA
3,TRUE,Cattle meat,Brazil,Other countries,Medium,1.0796639904065728,NA,NA,NA
3,TRUE,Cattle meat,Brazil,Switzerland,High,91.80864444474675,13006.231642939701,5,0.0070588197231274226
3,TRUE,Cattle meat,Brazil,Switzerland,Low,31.084920378341803,13006.231642939701,5,0.002390002056838341
3,TRUE,Cattle meat,Brazil,Switzerland,Medium,68.79169684753103,13006.231642939701,5,0.005289133604265298
